Web Archiving Tool	Replay System	Web Browser	Containing Web Page URI-R	Containing Web Page URI-M or WARC / WACZ URL	Ad Related URL or Ad Text	Ad Related URL or Ad Text	Ad Related URL or Ad Text	Ad Related URL or Ad Text	Ad Related URL or Ad Text	Ad Related URL or Ad Text	Ad Related URL or Ad Text	Ad Related URL or Ad Text	Ad Related URL or Ad Text	Recorded Session 1 URL	Recorded Session 2 URL	Recorded Session 3 URL	Successful Replay of Ad In Containing Web Page	Replay Issues Description
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.ign.com/articles/the-last-of-us-season-1-review	2023-02-07-ads-on-ign_ArchiveWeb_page.wacz	Ad frame URI-R: https://aax-us-east.amazon-adsystem.com/e/dtb/admi?b=JEs-gAH7EaH2UKbdDLn5qMwAAAGGLy2RRQEAAAxWAQBhcHNfdHhuX2JpZDEgICBOL0EgICAgICAgICAgICCW8VTU&rnd=4734766067051675828791974&pp=q44zcw&p=1kaetq8&crid=lm7xjkp3	Image 1 URI-R: https://azad.adsrvr.org/thetradedesk-ads/07hh8t4/k3zoja6/lm7xjkp3_728x90.jpg?cb=139782								https://youtu.be/sYIle82V7O4?t=564	https://youtu.be/XuMm5nb53Fk		Sometimes	Sometimes when replaying the ad it will load successfully. Using ReplayWeb.page's "Purge Cache + Full Reload" setting can make the ad replay successfully after re-uploading the WACZ file. An update that was made after the recording session make this ad no longer replayable. Video: https://youtu.be/WMm_MKRqipo
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.ign.com/articles/the-last-of-us-season-1-review	2023-02-07-ads-on-ign_ArchiveWeb_page.wacz	Ad frame URI-R: https://aax-us-east.amazon-adsystem.com/e/dtb/admi?b=JIEshL1wDKM-Vl7n-v-mH2MAAAGGLy2RRQEAAAxWAQBhcHNfdHhuX2JpZDEgICBOL0EgICAgICAgICAgICA9Z_SC&rnd=9385932676731675828791432&pp=1wff280&p=e44jk0&crid=hudvv6f1	Embedded Web Page URI-R: https://cdn.flashtalking.com/173980/4163780/index.html								https://youtu.be/sYIle82V7O4?t=569	https://youtu.be/XuMm5nb53Fk		Sometimes	Sometimes when replaying the ad it will load successfully. Using ReplayWeb.page's "Purge Cache + Full Reload" setting can make the ad replay successfully after re-uploading the WACZ file. An update that was made after the recording session make this ad no longer replayable. Video: https://youtu.be/WMm_MKRqipo
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.ign.com/articles/the-last-of-us-season-1-review	2023-02-07-ads-on-ign_ArchiveWeb_page.wacz	Ad frame URI-R: https://aax-us-east.amazon-adsystem.com/e/dtb/admi?b=JPqWneAGKjYilX4muBhn56MAAAGGLy9kJAEAAAxWAQBhcHNfdHhuX2JpZDEgICBOL0EgICAgICAgICAgICC25mrl&rnd=138330633851675828881152&pp=1wff280&p=e44jk0&crid=hudvv6f1	Embedded Web Page URI-R: https://cdn.flashtalking.com/173980/4163780/index.html								https://youtu.be/sYIle82V7O4?t=590	https://youtu.be/XuMm5nb53Fk		Sometimes	Sometimes when replaying the ad it will load successfully. Using ReplayWeb.page's "Purge Cache + Full Reload" setting can make the ad replay successfully after re-uploading the WACZ file. An update that was made after the recording session make this ad no longer replayable. Video: https://youtu.be/WMm_MKRqipo
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.ign.com/articles/the-last-of-us-season-1-review	2023-02-07-ads-on-ign_ArchiveWeb_page.wacz	Ad frame URI-R: https://aax-us-east.amazon-adsystem.com/e/is/7ece90d08b124d51a4dbb82b6db138e3/creative?b=JAsQLlVwW-ZHe2LK3V_OYoAAAAGGLy-bSgEAAAXeAUEzcHhfdHhuX2JpZDMgICBOL0EgICAgICAgICAgICBP-2Qt&w=nh7jY7NRCQBNkT-VlaHY4uC6PSjnOtqkiGDaSQ&bi=p8ga.qVqKKSGgfywaLGdGdqpFUBIXfCBCbHdaSEIcV0Nz40faBy64hCh.EiHFaE8RANkCqiI-koc08csolQifSUSWifgcII5DJkxxRKZ4JU2BFL8s9dOIhrvUL5Kv616.WWY9PNk7GVu6odao7Gev9oudk43DM5j-giLK3CDdNl.zFkECORWzIUuPrXUasNhiHnUGCbux.ZWzqzPOGjKfc5VWWt1rG8k7JMbJzVZkJ3e15Sp7RP9M7yYp3a3nl.4eTFTX6LT5jWGp6xMyTbYcG340UWVfARY9apm.g1VD6HqfCjpE0mEzGIsNPWUwutwzNx3GGp5Rv8q8AdxTmrS7i8em0Az6SBM1zpMe607GSPgEOAihgDUhHn5vcWDUBgkMU7Ljeu11V-xgDT7ss6S8AVPuoU4sG9AzRu-qoWuGPKcnxFfGr9a3z6YODOIPbDzXYrSSV8knhA16kKxXEYyH6ZLvDzFMUUJGV1ShCdwZu.gUaExwsa4W29AXFPKV0G1t.9KOG6zA5AjRaNmhk-CVHZedmsV-KGU6DXPdNuC-sO0bptOEkvSrJHK0BssBV0wWu4h-ORluMXDUyfdH62j4sipGunhUqwhZn5vGmrZvg9XZT2wFbV6.6BBeqqTKKhWt9sfHPHh6To5gB8spaARKBH4C.xl-Td1iWBAI41ANko_	Image 1 URI-R: https://m.media-amazon.com/images/I/713Np6zjfoL._AC_SX270_SY140_.jpg	Text 1 (removed commas): Pompeian Smooth Extra Virgin Olive Oil First Cold Pressed Mild and Delicate Flavor Perfect for Sauteing and Stir-Frying Naturally Gluten Free Non-Allergenic Non-GMO 68 Fl Oz (Pack of 1)	Text 2: $ 15.48	Image 2 URI-R: https://images-na.ssl-images-amazon.com/images/G/01/da/creatives/prime-2x-20170531.png	Button Text: Add to Cart				https://youtu.be/sYIle82V7O4?t=593	https://youtu.be/XuMm5nb53Fk		No	No requests were made for this ad during replay. This ad may have been included in a safeframe. Google's safeframes do not load successfully during replay because part of the safeframe URL is random and the URI-M genereated during replay is not the same as the URI-R for the safeframe during crawl time.
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.ign.com/articles/the-last-of-us-season-1-review	2023-02-07-ads-on-ign_ArchiveWeb_page.wacz	Ad frame URI-R: https://aax-us-east.amazon-adsystem.com/e/is/7ece90d08b124d51a4dbb82b6db138e3/creative?b=JBjCt_lYvpJF78TpUYNlZbIAAAGGLzDKvQEAAAXeAUEzcHhfdHhuX2JpZDMgICBOL0EgICAgI 	Image 1 URI-R: https://m.media-amazon.com/images/S/al-na-9d5791cf-3faf/856ebd15-5d7b-48dc-a531-b936ba0948f3.jpg 								https://youtu.be/sYIle82V7O4?t=598	https://youtu.be/XuMm5nb53Fk		No	Uses Google's safeframe which will not load during replay, since part of the URL has a random value that can be different each time the archived web page is replayed. I have not seen a case where the correct random value was used for the Google safeframe when using ReplayWeb.page, pywb, and openWayback. 
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.ign.com/articles/the-last-of-us-season-1-review	2023-02-07-ads-on-ign_ArchiveWeb_page.wacz	Ad frame URI-R: https://aax-us-east.amazon-adsystem.com/e/is/7ece90d08b124d51a4dbb82b6db138e3/creative?b=JGbuqHN67GVzshxWqjbrT6UAAAGGLzBJsAEAAAXeAUEzcHhfdHhuX2JpZDMgICBOL0EgICAgICAgICAgICCCVlMi&w=yx7jY2_9AgBBD9qk0nh5Uz499Fq4AHTwwI1LPA&bi=Pf017.DZDh-8PzMBDLCXF2oALpH1p-UdzvfzVy0XvCTy-UyLRt7JyVL2IdgPFaByxOFRP3wFxpamlNpAs6HUab1iGzwWyI9ikiWVfEV1yP8vFLMDg7koksm4qZHd-AdIAbT-SPuMrRC27zRk9X3LtYgVU-ZFm5SgI8zyTO70qGw0WrG9pZj2EpzzvkG2m6ZF5oDAur9xjxcapOJD5HWBDn9zS9Mzk6TPckVUcKQJQzk1UBz6qX24QBzxFA8jw4lJcOY7632Bx-jrANrc8HXUAY6I07Y2l-0vAEUTCBAzTBXg5ckY7LgnIWzpcOY1QrFkuGg692a38cHA.86wlPhejHmwn6.ad5h9lPqNTT0TkaXFOGyrkw290wFeiCdjOWEd.SuABBMWn1fnzjxfJ9CeLnF6q3okPVUbHWfdpF3Vb7Wru4mLEnHWxoY.ZYLr2k5hoSAua56Lgl9LqzL.WFy4coMl-lZtWjygJDO0lrOOiOFIQ-1WVm3kJue0nu8zlvDl-A6RLYON3pM5iwJtRM9DK5CZnrpe.zaYts-6dwiSgj1F0S21gZEQJhXwOjDRcnKzCCD4P0u6MudsOWN69v.TwMaZVQmS.XFJoLqt3Aw3DdP68ZJOK7xdq0NQlddcQOvT 	Image 1 URI-R: https://m.media-amazon.com/images/S/al-na-9d5791cf-3faf/aa0afaa4-2986-4384-ab7b-fe0d7a2e7682.jpg 								https://youtu.be/sYIle82V7O4?t=612	https://youtu.be/XuMm5nb53Fk		No	Uses Google's safeframe which will not load during replay, since part of the URL has a random value that can be different each time the archived web page is replayed. I have not seen a case where the correct random value was used for the Google safeframe when using ReplayWeb.page, pywb, and openWayback. 
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.ign.com/articles/the-last-of-us-season-1-review	2023-02-07-ads-on-ign_ArchiveWeb_page.wacz	Ad frame URI-R: https://aax-us-east.amazon-adsystem.com/e/is/7ece90d08b124d51a4dbb82b6db138e3/creative?b=JMg9-zlU0HVu9JyfEg_gWRUAAAGGLy_IlwEAAAXeAUEzcHhfdHhuX2JpZDIgICBOL0EgICAgICAgICAgICDy7Xlc&w=qh7jY7dRAgCnasS3TH8gNANavVtroArCjzFmjw&bi=kUR18RDjT98xBCfPulzfJlE3sFYSlb5ZMg2jMyi0ZbDkmvLQ41zOBDcAHFYmNrXZFNAP4HPUFGy2bRD6gp.LPxORuUJShGppQT4GeeDnOIMTwHAlfCgZSNOosnQFENLws4UojBV4sZltN1GRvicrvxKiFJUWMgvx8zmY7n5aPF4UKevRVjW4iUqGADzpck9Mxbj-CkLy8hu9ixahTrI2kXNctMGxjS8IOSSuk-tHyHGTN.QMzlK6qa8coE0h-flYariGEqcsCV2zgiloAVsoTgc1RePDrC.jub3iLgrkuNSPUZFftpBd23B4G6lSVuke75LUkellActcgKq6rpZ-scMcMU5.NMpriCKOAMo1JQiG36kSC9oO2uUYj5AdcdJOLtzzlZFh8rgzvJ.u24puhzYuQ6f9-bWrtNXzd9IC6UheIRUNDGhAkuTp4Zx2nBncra4uDkpvTT4RIpd3PnrqcCYCraLNYnXhBgIu.fnTTm9ERgfL4.t865OUPPG8UnLRy9usAyCCfURye4J-Gav-Sa41g-jL7hO99U.sSzzW9pR6Om1Lx81i4uzkAiWePJWGSW34ScINR6PU7J869vCQrokeu9sIftifFHtzMUhh2LxG38VdAdvdaZdUrk3VsbD9 	Image 1 URI-R: https://m.media-amazon.com/images/S/al-na-9d5791cf-3faf/38b0d9bc-f1a6-4fbf-aa0c-3e07d9a5baa8.jpg								https://youtu.be/sYIle82V7O4?t=618	https://youtu.be/XuMm5nb53Fk		No	Uses Google's safeframe which will not load during replay, since part of the URL has a random value that can be different each time the archived web page is replayed. I have not seen a case where the correct random value was used for the Google safeframe when using ReplayWeb.page, pywb, and openWayback. 
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.ign.com/articles/the-last-of-us-season-1-review	2023-02-07-ads-on-ign_ArchiveWeb_page.wacz	Ad frame URI-R: https://57774ecf3c5e183d552b45d229a03bf5.safeframe.googlesyndication.com/safeframe/1-0-40/html/container.html?n=1 	Web Page URI-R: https://cdn.flashtalking.com/154473/3957490/index.html								https://youtu.be/sYIle82V7O4?t=732	https://youtu.be/XuMm5nb53Fk		No	This embedded web page ad may look like it is partially archived when replaying it, but it only fully loads the content for the web page if it is contained in a Google safeframe. Uses Google's safeframe which will not load during replay, since part of the URL has a random value that can be different each time the archived web page is replayed. I have not seen a case where the correct random value was used for the Google safeframe when using ReplayWeb.page, pywb, and openWayback. 
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.ign.com/articles/the-last-of-us-season-1-review	2023-02-07-ads-on-ign_ArchiveWeb_page.wacz	Ad frame URI-R: https://57774ecf3c5e183d552b45d229a03bf5.safeframe.googlesyndication.com/safeframe/1-0-40/html/container.html?n=2 	Web Page URI-R: https://cdn.flashtalking.com/153365/4139040/index.html								https://youtu.be/sYIle82V7O4?t=729	https://youtu.be/XuMm5nb53Fk		No	This embedded web page ad may look like it is partially archived when replaying it, but it only fully loads the content for the web page if it is contained in a Google safeframe. Uses Google's safeframe which will not load during replay, since part of the URL has a random value that can be different each time the archived web page is replayed. I have not seen a case where the correct random value was used for the Google safeframe when using ReplayWeb.page, pywb, and openWayback. 
																		
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.facebook.com/	2023-03-02_facebook_ads_ArchiveWeb_page.wacz	Video 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t42.1790-4/314397959_205943431793686_2758206325727382885_n.mp4?_nc_cat=111&ccb=1-7&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=4bVfO5B3zSwAX8_ce0e&_nc_ht=scontent-iad3-1.xx&oh=00_AfC8Dta0KPwpZihHRogi8goFgl1WAMs_FDD9hHUCfD8CAg&oe=64011963	Image 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t15.5256-10/314600230_1207705926506253_6630417008269961928_n.jpg?stp=dst-jpg_p960x960&_nc_cat=1&ccb=1-7&_nc_sid=ad6a45&_nc_ohc=rm7Uu97ZGD0AX-HIyo6&_nc_ht=scontent-iad3-1.xx&oh=00_AfCtUpALDs4islHl3jWgrFmDtt4USOkhYzWnJT_aWq7E3w&oe=64056901	Text 1: Hero Wars Web 	Text 2: Sponsored	Text 3: It’s NOT easy to be a Hero You’re up!	Text 4: HEROWARS.COM	Text 5: Welcome To The Best MMORPG	Text 6: Hero Wars For Free	Button text: Play game	https://youtu.be/KsCtVilLWNk?t=711			Yes	No issues
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.facebook.com/	2023-03-02_facebook_ads_ArchiveWeb_page.wacz	Image 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t45.1600-4/201045494_6241232909985_2285616164643971284_n.jpg?stp=cp0_dst-jpg_p526x296_q75_spS444&_nc_cat=108&ccb=1-7&_nc_sid=e84a38&_nc_ohc=2BcL7wYFJiYAX9jbZp9&_nc_ht=scontent-iad3-1.xx&oh=00_AfDH0x35649yjVdBKZAyT_-v5evty5_68SG8eXUm5rbSDQ&oe=640587C9	Text 1: HORNE	Text 2: Sponsored	Text 3: Explore one of the largest selections of modern designs for your home.	Text 4: SHOPHORNE.COM	Text 5: Sleek design ideas right this way	Text 6: Design your space today	Button Text: Shop now		https://youtu.be/KsCtVilLWNk?t=587			Sometimes	The sponsored Facebook posts that are displayed  can be different each time the archived web page is replayed. Also, the number of ads replayed can be different each time the web page is replayed.
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.facebook.com/	2023-03-02_facebook_ads_ArchiveWeb_page.wacz	Image 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t45.1600-4/324595058_23852169802070677_2206408604890518903_n.jpg?stp=cp0_dst-jpg_p526x296_q75_spS444&_nc_cat=111&ccb=1-7&_nc_sid=68ce8d&_nc_ohc=mEpSks1DQ9oAX94r-HN&_nc_ht=scontent-iad3-1.xx&oh=00_AfAxQhfXsTHY_LogT6bGGcgaiy34sqTt3MfyxAX7Eg4D-Q&oe=6406434E	Text 1: Himiway Bike	Text 2: Sponsored	Text 3: Himiway Cruiser-Great Samsung/LG Battery and 750W	Text 4: https://himiwaybike.com/	Text 5: HIMIWAYBIKE.COM	Text 6: Free Shipping and Free Tax	Text 7: Himiway fat tire electric bike reaches 60 miles long range per charge with …	Button text: Shop now	https://youtu.be/KsCtVilLWNk?t=864			Sometimes	The sponsored Facebook posts that are displayed  can be different each time the archived web page is replayed. Also, the number of ads replayed can be different each time the web page is replayed.
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.facebook.com/	2023-03-02_facebook_ads_ArchiveWeb_page.wacz	Image 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t45.1600-4/330269505_23852984495740430_8459163946143021466_n.png?stp=c0.20.500.500a_cp0_dst-jpg_p180x540_q90_spS444&_nc_cat=111&ccb=1-7&_nc_sid=67cdda&_nc_ohc=C8YhFfpeoJ4AX9nhZP9&_nc_ht=scontent-iad3-1.xx&oh=00_AfDWQDo7XaHMnD8Rc5nKX8_rAki9dWZO8_gdxlom7pNhDA&oe=6405FCF3	Text 1: Nature Sparkle	Text 2: Sponsored	Text 3: Ethically-sourced. conflict-free diamonds conflict-free diamonds to make up the perfect engagement ring. Visit out collection and find the ring to help you get the one.	Text 4: NATURESPARKLE.COM	Text 5: 10% OFF in our Engagement Rings	Button text: Shop now			https://youtu.be/KsCtVilLWNk?t=955			Sometimes	The sponsored Facebook posts that are displayed  can be different each time the archived web page is replayed. Also, the number of ads replayed can be different each time the web page is replayed.
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.facebook.com/	2023-03-02_facebook_ads_ArchiveWeb_page.wacz	Image 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t45.1600-4/328444112_23852885038330665_6802351739193385828_n.png?stp=cp0_dst-jpg_p526x296_q90_spS444&_nc_cat=1&ccb=1-7&_nc_sid=e84a38&_nc_ohc=FPu80LVkW0AAX-h98_k&_nc_ht=scontent-iad3-1.xx&oh=00_AfCZPS1bOJFIFHl22y4KXCzYhXSRT7QQceYyu199NOG8KA&oe=64053B36	Text 1: The Free Phone Program	Text 2: Sponsored	Text 3 (partial text): Need unlimited data? Get that, unlimited cell service plus a free smartphone. ...	Text 4: ASSURANCEWIRELESS.COM	Text 5: Assurance Wireless Unlimited	Text 6 (partial text): See if you qualify for Assurance Wireless Unlimited. Our plan includes …	Button text: Apply now		https://youtu.be/KsCtVilLWNk?t=1040			Sometimes	The sponsored Facebook posts that are displayed  can be different each time the archived web page is replayed. Also, the number of ads replayed can be different each time the web page is replayed.
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.facebook.com/	2023-03-02_facebook_ads_ArchiveWeb_page.wacz	Text 1: Hey! Stop buying cheap Bluetooth speakers.	Text 2: Sponsored	Text 3: Invest in sound you don’t have to replace every year.	Text 4: SOUNDBOOKS.COM	Text 5: 40 Hrs of Wireless sound	Text 6: An audio dream come true	Button text: Shop Now			https://youtu.be/KsCtVilLWNk?t=1111			Sometimes	The video is not archived so the video part of the ad does not replay. The sponsored Facebook posts that are displayed  can be different each time the archived web page is replayed. Also, the number of ads replayed can be different each time the web page is replayed.
