Web Archiving Tool,Replay System,Web Browser,Containing Web Page URI-R,Containing Web Page URI-M or WARC / WACZ URL,Ad Related URL or Ad Text 1,Ad Related URL or Ad Text 2,Ad Related URL or Ad Text 3,Ad Related URL or Ad Text 4,Ad Related URL or Ad Text 5,Ad Related URL or Ad Text 6,Ad Related URL or Ad Text 7,Ad Related URL or Ad Text 8,Ad Related URL or Ad Text 9,Recorded Session 1 URL,Recorded Session 2 URL,Recorded Session 3 URL,Crawling Session or Live Web Page Video Timestamp,Successful Replay of Ad In Containing Web Page,Replay Issues Description,Ad Type,Successfully Archived
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.ign.com/articles/the-last-of-us-season-1-review,https://zenodo.org/record/8000975/files/2023-02-07-ads-on-ign_ArchiveWeb_page.wacz?download=1,Ad frame URI-R: https://aax-us-east.amazon-adsystem.com/e/dtb/admi?b=JEs-gAH7EaH2UKbdDLn5qMwAAAGGLy2RRQEAAAxWAQBhcHNfdHhuX2JpZDEgICBOL0EgICAgICAgICAgICCW8VTU&rnd=4734766067051675828791974&pp=q44zcw&p=1kaetq8&crid=lm7xjkp3,Image 1 URI-R: https://azad.adsrvr.org/thetradedesk-ads/07hh8t4/k3zoja6/lm7xjkp3_728x90.jpg?cb=139782,,,,,,,,https://youtu.be/sYIle82V7O4?t=564,https://youtu.be/XuMm5nb53Fk,,N/A,Sometimes,"Sometimes when replaying the ad will be selected and it will load successfully, depending on the version of ReplayWeb.page. Using ReplayWeb.page's ""Purge Cache + Full Reload"" setting can make the ad replay successfully after re-uploading the WACZ file. An update that was made after the recording session make this ad no longer replayable. Video: https://youtu.be/WMm_MKRqipo",Image,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.ign.com/articles/the-last-of-us-season-1-review,https://zenodo.org/record/8000975/files/2023-02-07-ads-on-ign_ArchiveWeb_page.wacz?download=1,Ad frame URI-R: https://aax-us-east.amazon-adsystem.com/e/dtb/admi?b=JIEshL1wDKM-Vl7n-v-mH2MAAAGGLy2RRQEAAAxWAQBhcHNfdHhuX2JpZDEgICBOL0EgICAgICAgICAgICA9Z_SC&rnd=9385932676731675828791432&pp=1wff280&p=e44jk0&crid=hudvv6f1,Embedded Web Page URI-R: https://cdn.flashtalking.com/173980/4163780/index.html,,,,,,,,https://youtu.be/sYIle82V7O4?t=569,https://youtu.be/XuMm5nb53Fk,,N/A,Sometimes,"Sometimes when replaying the ad it will load successfully, depending on the version of ReplayWeb.page. Using ReplayWeb.page's ""Purge Cache + Full Reload"" setting can make the ad replay successfully after re-uploading the WACZ file. An update that was made after the recording session make this ad no longer replayable. Video: https://youtu.be/WMm_MKRqipo",Embedded Web Page,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.ign.com/articles/the-last-of-us-season-1-review,https://zenodo.org/record/8000975/files/2023-02-07-ads-on-ign_ArchiveWeb_page.wacz?download=1,Ad frame URI-R: https://aax-us-east.amazon-adsystem.com/e/dtb/admi?b=JPqWneAGKjYilX4muBhn56MAAAGGLy9kJAEAAAxWAQBhcHNfdHhuX2JpZDEgICBOL0EgICAgICAgICAgICC25mrl&rnd=138330633851675828881152&pp=1wff280&p=e44jk0&crid=hudvv6f1,Embedded Web Page URI-R: https://cdn.flashtalking.com/173980/4163780/index.html,,,,,,,,https://youtu.be/sYIle82V7O4?t=590,https://youtu.be/XuMm5nb53Fk,,N/A,Sometimes,"Sometimes when replaying the ad it will load successfully, depending on the version of ReplayWeb.page. Using ReplayWeb.page's ""Purge Cache + Full Reload"" setting can make the ad replay successfully after re-uploading the WACZ file. An update that was made after the recording session make this ad no longer replayable. Video: https://youtu.be/WMm_MKRqipo",Embedded Web Page,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.ign.com/articles/the-last-of-us-season-1-review,https://zenodo.org/record/8000975/files/2023-02-07-ads-on-ign_ArchiveWeb_page.wacz?download=1,Ad frame URI-R: https://aax-us-east.amazon-adsystem.com/e/is/7ece90d08b124d51a4dbb82b6db138e3/creative?b=JAsQLlVwW-ZHe2LK3V_OYoAAAAGGLy-bSgEAAAXeAUEzcHhfdHhuX2JpZDMgICBOL0EgICAgICAgICAgICBP-2Qt&w=nh7jY7NRCQBNkT-VlaHY4uC6PSjnOtqkiGDaSQ&bi=p8ga.qVqKKSGgfywaLGdGdqpFUBIXfCBCbHdaSEIcV0Nz40faBy64hCh.EiHFaE8RANkCqiI-koc08csolQifSUSWifgcII5DJkxxRKZ4JU2BFL8s9dOIhrvUL5Kv616.WWY9PNk7GVu6odao7Gev9oudk43DM5j-giLK3CDdNl.zFkECORWzIUuPrXUasNhiHnUGCbux.ZWzqzPOGjKfc5VWWt1rG8k7JMbJzVZkJ3e15Sp7RP9M7yYp3a3nl.4eTFTX6LT5jWGp6xMyTbYcG340UWVfARY9apm.g1VD6HqfCjpE0mEzGIsNPWUwutwzNx3GGp5Rv8q8AdxTmrS7i8em0Az6SBM1zpMe607GSPgEOAihgDUhHn5vcWDUBgkMU7Ljeu11V-xgDT7ss6S8AVPuoU4sG9AzRu-qoWuGPKcnxFfGr9a3z6YODOIPbDzXYrSSV8knhA16kKxXEYyH6ZLvDzFMUUJGV1ShCdwZu.gUaExwsa4W29AXFPKV0G1t.9KOG6zA5AjRaNmhk-CVHZedmsV-KGU6DXPdNuC-sO0bptOEkvSrJHK0BssBV0wWu4h-ORluMXDUyfdH62j4sipGunhUqwhZn5vGmrZvg9XZT2wFbV6.6BBeqqTKKhWt9sfHPHh6To5gB8spaARKBH4C.xl-Td1iWBAI41ANko_,Image 1 URI-R: https://m.media-amazon.com/images/I/713Np6zjfoL._AC_SX270_SY140_.jpg,Text 1 (removed commas): Pompeian Smooth Extra Virgin Olive Oil First Cold Pressed Mild and Delicate Flavor Perfect for Sauteing and Stir-Frying Naturally Gluten Free Non-Allergenic Non-GMO 68 Fl Oz (Pack of 1),Text 2: $ 15.48,Image 2 URI-R: https://images-na.ssl-images-amazon.com/images/G/01/da/creatives/prime-2x-20170531.png,Button Text: Add to Cart,,,,https://youtu.be/sYIle82V7O4?t=593,https://youtu.be/XuMm5nb53Fk,,N/A,No,No requests were made for this ad during replay. This ad may have been included in a safeframe. Google's safeframes do not load successfully during replay because part of the safeframe URL is random and the URI-M genereated during replay is not the same as the URI-R for the safeframe during crawl time.,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.ign.com/articles/the-last-of-us-season-1-review,https://zenodo.org/record/8000975/files/2023-02-07-ads-on-ign_ArchiveWeb_page.wacz?download=1,Ad frame URI-R: https://aax-us-east.amazon-adsystem.com/e/is/7ece90d08b124d51a4dbb82b6db138e3/creative?b=JBjCt_lYvpJF78TpUYNlZbIAAAGGLzDKvQEAAAXeAUEzcHhfdHhuX2JpZDMgICBOL0EgICAgI ,Image 1 URI-R: https://m.media-amazon.com/images/S/al-na-9d5791cf-3faf/856ebd15-5d7b-48dc-a531-b936ba0948f3.jpg ,,,,,,,,https://youtu.be/sYIle82V7O4?t=598,https://youtu.be/XuMm5nb53Fk,,N/A,No,"Uses Google's safeframe which will not load during replay, since part of the URL has a random value that can be different each time the archived web page is replayed. I have not seen a case where the correct random value was used for the Google safeframe when using ReplayWeb.page, pywb, and openWayback. ",Image,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.ign.com/articles/the-last-of-us-season-1-review,https://zenodo.org/record/8000975/files/2023-02-07-ads-on-ign_ArchiveWeb_page.wacz?download=1,Ad frame URI-R: https://aax-us-east.amazon-adsystem.com/e/is/7ece90d08b124d51a4dbb82b6db138e3/creative?b=JGbuqHN67GVzshxWqjbrT6UAAAGGLzBJsAEAAAXeAUEzcHhfdHhuX2JpZDMgICBOL0EgICAgICAgICAgICCCVlMi&w=yx7jY2_9AgBBD9qk0nh5Uz499Fq4AHTwwI1LPA&bi=Pf017.DZDh-8PzMBDLCXF2oALpH1p-UdzvfzVy0XvCTy-UyLRt7JyVL2IdgPFaByxOFRP3wFxpamlNpAs6HUab1iGzwWyI9ikiWVfEV1yP8vFLMDg7koksm4qZHd-AdIAbT-SPuMrRC27zRk9X3LtYgVU-ZFm5SgI8zyTO70qGw0WrG9pZj2EpzzvkG2m6ZF5oDAur9xjxcapOJD5HWBDn9zS9Mzk6TPckVUcKQJQzk1UBz6qX24QBzxFA8jw4lJcOY7632Bx-jrANrc8HXUAY6I07Y2l-0vAEUTCBAzTBXg5ckY7LgnIWzpcOY1QrFkuGg692a38cHA.86wlPhejHmwn6.ad5h9lPqNTT0TkaXFOGyrkw290wFeiCdjOWEd.SuABBMWn1fnzjxfJ9CeLnF6q3okPVUbHWfdpF3Vb7Wru4mLEnHWxoY.ZYLr2k5hoSAua56Lgl9LqzL.WFy4coMl-lZtWjygJDO0lrOOiOFIQ-1WVm3kJue0nu8zlvDl-A6RLYON3pM5iwJtRM9DK5CZnrpe.zaYts-6dwiSgj1F0S21gZEQJhXwOjDRcnKzCCD4P0u6MudsOWN69v.TwMaZVQmS.XFJoLqt3Aw3DdP68ZJOK7xdq0NQlddcQOvT ,Image 1 URI-R: https://m.media-amazon.com/images/S/al-na-9d5791cf-3faf/aa0afaa4-2986-4384-ab7b-fe0d7a2e7682.jpg ,,,,,,,,https://youtu.be/sYIle82V7O4?t=612,https://youtu.be/XuMm5nb53Fk,,N/A,No,"Uses Google's safeframe which will not load during replay, since part of the URL has a random value that can be different each time the archived web page is replayed. I have not seen a case where the correct random value was used for the Google safeframe when using ReplayWeb.page, pywb, and openWayback. ",Image,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.ign.com/articles/the-last-of-us-season-1-review,https://zenodo.org/record/8000975/files/2023-02-07-ads-on-ign_ArchiveWeb_page.wacz?download=1,Ad frame URI-R: https://aax-us-east.amazon-adsystem.com/e/is/7ece90d08b124d51a4dbb82b6db138e3/creative?b=JMg9-zlU0HVu9JyfEg_gWRUAAAGGLy_IlwEAAAXeAUEzcHhfdHhuX2JpZDIgICBOL0EgICAgICAgICAgICDy7Xlc&w=qh7jY7dRAgCnasS3TH8gNANavVtroArCjzFmjw&bi=kUR18RDjT98xBCfPulzfJlE3sFYSlb5ZMg2jMyi0ZbDkmvLQ41zOBDcAHFYmNrXZFNAP4HPUFGy2bRD6gp.LPxORuUJShGppQT4GeeDnOIMTwHAlfCgZSNOosnQFENLws4UojBV4sZltN1GRvicrvxKiFJUWMgvx8zmY7n5aPF4UKevRVjW4iUqGADzpck9Mxbj-CkLy8hu9ixahTrI2kXNctMGxjS8IOSSuk-tHyHGTN.QMzlK6qa8coE0h-flYariGEqcsCV2zgiloAVsoTgc1RePDrC.jub3iLgrkuNSPUZFftpBd23B4G6lSVuke75LUkellActcgKq6rpZ-scMcMU5.NMpriCKOAMo1JQiG36kSC9oO2uUYj5AdcdJOLtzzlZFh8rgzvJ.u24puhzYuQ6f9-bWrtNXzd9IC6UheIRUNDGhAkuTp4Zx2nBncra4uDkpvTT4RIpd3PnrqcCYCraLNYnXhBgIu.fnTTm9ERgfL4.t865OUPPG8UnLRy9usAyCCfURye4J-Gav-Sa41g-jL7hO99U.sSzzW9pR6Om1Lx81i4uzkAiWePJWGSW34ScINR6PU7J869vCQrokeu9sIftifFHtzMUhh2LxG38VdAdvdaZdUrk3VsbD9 ,Image 1 URI-R: https://m.media-amazon.com/images/S/al-na-9d5791cf-3faf/38b0d9bc-f1a6-4fbf-aa0c-3e07d9a5baa8.jpg,,,,,,,,https://youtu.be/sYIle82V7O4?t=618,https://youtu.be/XuMm5nb53Fk,,N/A,No,"Uses Google's safeframe which will not load during replay, since part of the URL has a random value that can be different each time the archived web page is replayed. I have not seen a case where the correct random value was used for the Google safeframe when using ReplayWeb.page, pywb, and openWayback. ",Image,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.ign.com/articles/the-last-of-us-season-1-review,https://zenodo.org/record/8000975/files/2023-02-07-ads-on-ign_ArchiveWeb_page.wacz?download=1,Ad frame URI-R: https://57774ecf3c5e183d552b45d229a03bf5.safeframe.googlesyndication.com/safeframe/1-0-40/html/container.html?n=1 ,Web Page URI-R: https://cdn.flashtalking.com/154473/3957490/index.html,,,,,,,,https://youtu.be/sYIle82V7O4?t=732,https://youtu.be/XuMm5nb53Fk,,N/A,No,"This embedded web page ad may look like it is partially archived when replaying it, but it only fully loads the content for the web page if it is contained in a Google safeframe. Uses Google's safeframe which will not load during replay, since part of the URL has a random value that can be different each time the archived web page is replayed. I have not seen a case where the correct random value was used for the Google safeframe when using ReplayWeb.page, pywb, and openWayback. ",Embedded Web Page,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.ign.com/articles/the-last-of-us-season-1-review,https://zenodo.org/record/8000975/files/2023-02-07-ads-on-ign_ArchiveWeb_page.wacz?download=1,Ad frame URI-R: https://57774ecf3c5e183d552b45d229a03bf5.safeframe.googlesyndication.com/safeframe/1-0-40/html/container.html?n=2 ,Web Page URI-R: https://cdn.flashtalking.com/153365/4139040/index.html,,,,,,,,https://youtu.be/sYIle82V7O4?t=729,https://youtu.be/XuMm5nb53Fk,,N/A,No,"This embedded web page ad may look like it is partially archived when replaying it, but it only fully loads the content for the web page if it is contained in a Google safeframe. Uses Google's safeframe which will not load during replay, since part of the URL has a random value that can be different each time the archived web page is replayed. I have not seen a case where the correct random value was used for the Google safeframe when using ReplayWeb.page, pywb, and openWayback. ",Embedded Web Page,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.ign.com/articles/the-last-of-us-season-1-review,https://zenodo.org/record/8000975/files/2023-02-07-ads-on-ign_ArchiveWeb_page.wacz?download=1,Embedded Web Page URI-R: https://s0.2mdn.net/sadbundle/8721693617854349312/index.html,,,,,,,,,https://youtu.be/DM4Ykuy0tmk?t=2197,,,N/A,No,"The embedded web page ad may use a Google SafeFrame, since it is a Google ad and no requests were made for this ad during replay.",Embedded Web Page,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.ign.com/articles/the-last-of-us-season-1-review,https://zenodo.org/record/8000975/files/2023-02-07-ads-on-ign_ArchiveWeb_page.wacz?download=1,Embedded Web Page URI-R: https://s0.2mdn.net/sadbundle/2340356326724659806/index.html,,,,,,,,,https://youtu.be/xth0gwDMVHs?t=192,,,N/A,No,"The embedded web page ad may use a Google SafeFrame, since it is a Google ad and no requests were made for this ad during replay.",Embedded Web Page,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.ign.com/articles/the-last-of-us-season-1-review,https://zenodo.org/record/8000975/files/2023-02-07-ads-on-ign_ArchiveWeb_page.wacz?download=1,Ad frame URI-R: https://aax-us-east.amazon-adsystem.com/e/is/bb8e6d0b6c85b2b1fc673047a9802fc9/creative?b=JBUeTxvmMa-o0PtuMRIW86oAAAGGLzB1rQEAAAakAUEzcHhfdHhuX2JpZDMgICBOL0EgICAgICAgICAgICB0sTFW&ct=https%3A%2F%2Fbeacon-nf.rubiconproject.com%2Fbeacon%2Fv3%2Frs%2Fiad3%2F0%2Fd2b2d099-9872-4aa7-a6bb-3756bd092dc3%2F0%2FSXhh6aY9TtyTFY3DgX3G4zzydVw%2F&bi=DhsbZxD9PhqnKc47di7aaXGqRePUaIAXczPsXiMaTchAwAI6N00cThCtlWDDzxSWddhkr5jrs4Si5JucncF7JyzBompSNb8MWTAF8EEuO87.G8qJ0fRCzdptl19LG8.7FGRxmF9U.kSCcimBDNCH56Ep7xYdgOREcWIqUk.9p4H6UrMZKdKGYvWtVxD8e24Fxjha4jZf9gqDN-.vp8fzXe2n2gSW0cnuwLv8vvash35tTSe83D7h8GEtN5Ec5Q.brmi0OGhoYEzwFko-YD2JIYeTfBjrCo9oP4NNEnc6rB2lp5D9ehNLsPNwsVMSfPC6EaCDJdVXy0wjEg4Z7eaXKTkdLQmoXqhlh-Oc6lw2U0C088g10jTYuPU9NrHfWoE0XdFU.EPnu05s1KIw3bTQ1q.whc2zDC2270aBDGAfhp.VwYviEeVaS0fJm76Ku-3-upTtaQlNGPa5siILtsceXUu3ZgLJ8tTetypXmiZtHfsFFNu-AFtGXz0j9IlyyuIPc7SVPoNhdyzyfjJgGE5jarjE7ObDqeDBxzNCF.fm2TfwN2PKTHwcXo.7aX6cgIr.gi4tqOIGbGORk23P3D.FC6dhycukKn0KKP0X5KxwvAk_,,,,,,,,,https://youtu.be/sYIle82V7O4?t=640,https://youtu.be/XuMm5nb53Fk,,N/A,No,No requests were made for this ad during replay.,Unknown,Partially Archived
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.ign.com/articles/the-last-of-us-season-1-review,https://zenodo.org/record/8000975/files/2023-02-07-ads-on-ign_ArchiveWeb_page.wacz?download=1,Ad frame URI-R: https://aax-us-east.amazon-adsystem.com/e/is/bb8e6d0b6c85b2b1fc673047a9802fc9/creative?b=JDUAKyq5IOS3kTnb6yUcXBMAAAGGLy2TUAEAAAakAUEzcHhfdHhuX2JpZDIgICBOL0EgICAgICAgICAgICBdSlx_&ct=https%3A%2F%2Fbeacon-nf.rubiconproject.com%2Fbeacon%2Fv3%2Frs%2Fiad3%2F0%2F792b85c2-16c8-4c64-af50-4aac4981511c%2F0%2Fuz_ulrnkW4G0_Ypix1q5m3yx2Pw%2F&bi=yOvPnAlKA-F1XObk6zv.BewGZjCu0o4Z45HaQEkE5bQlTwJmKb5hmWbyYoklPp7dRlJAwzbx3AKmBbpZY68CoArNo6RSc0ZKUrYir-vLtoeGqWTPq2r3Z5VpEeehqyyVgb6vRKRHE4b-zK7sndZm6RkxKbss20YkzMEypcuSpSS2KP73cxZomH.AxYq1OwMCFCPhAhPnAwXdI23J-kNZ7PaernvqTZKTyjRGjSY6K8hauwqqMTmzkQ3scwlXHqyXKknsYxXiz3oaICOUm1wsgvvXRBnr3V4HrjP1hugUiKL8q.MXOVIvRoZ5Tp6eMw8OrJAHDKTGcQmyLYGqvJ133wJ85PryzMAMUBaOHmqEt3rG8ePtAbjx-1oVwxWaNtXBqvxae-yAZc4EJDX8xSb.CAE4x0kAdQ.WPJtggE4u0IH75cWj-VCGUpeumFsihr20255SzYyRAYeEk4S-D72i-qVY3tL48E.NgUahN7Ab53.A8iTXDThP8e906fEwhNKNEgYuRNTCgApq.f8jQkNQqdASWR2-MngXDxqm.FoWyeVibyZDch6l9Tdu-xWh-xt3BNlyslHM59vOc5vWvmFOvkQT4RJBzSY38VT-3Vi1a5k_,,,,,,,,,https://youtu.be/sYIle82V7O4?t=665,https://youtu.be/XuMm5nb53Fk,,N/A,No,No requests were made for this ad during replay.,Unknown,Partially Archived
